titles,category
월드컵 개막식에 입장객 몰려 압사 위기    이태원 악몽 떠올라 ,World
 뉴스속 기업 월드컵 광고 장악한    는 어떤 기업 ,World
부패척결 내건 토카예프  카자흐 재집권 유력 러와 거리두기 종합 ,World
 못 팔게된 맥주  월드컵 우승팀에 주겠다  뿔난 버드와이저,World
장관  사임 도미노 로 기시다 직격타 내년 초 개각이 반등 기회 될까,World
홍콩 국가     국제 대회서 연이어 오표기   보이콧까지 고려 ,World
티라노사우루스 첫 아시아 경매 결국 취소  다른 화석의 복제뼈 사용 ,World
헤르손 이후의 우크라전 어떻게 진행될까,World
매각 또는 재편 준비 중인      상위 채권자 빚만  조 넘었다,World
 지구촌 돋보기  트럼프의 서두른 출마 선언  뒤쫓는 디샌티스,World
 기후변화 피해  선진국이 개도국에 보상 한국은 제외,World
카타르 월드컵 개막식 참석한 빈 살만 완연한  화해 무드 ,World
  최고 변동성이었지만 전문가들  원화  바닥친 것으로 보여 ,World
 우승팀이 맥주 모두 가져가라  버드와이저   마음에 없던  기부 결정,World
우크라전    일  개전 후 어린이 최소    명 등 민간인  천명 사망,World
바이든   사상 첫    대 대통령  됐다 나이 부각에 조용한 팔순 보내,World
방역 고삐 다시 죄는 중국 베이징 이어 스자좡 우한 도심 봉쇄,World
 아날로그로 돌아갔다  남태평양 섬나라 바누아투 무슨일,World
신냉전 기류에 제  부흥기 맞은 미 유럽 경제 관계,World
  캐나다  북미방공시스템 현대화 착수       도발 대응,World
카자흐 조기 대선서 토카예프 재집권 러 거리두며  새로운 카자흐  전망,World
     인플레법 갈등 고조        제소로 맞대응 ,World
기시다  각료  사퇴 도미노 에 휘청  국민      빨리 사임하길  종합 ,World
가득찬 저장고도 불안 유럽 기업들  가스 확보  각개 전투,World
 서 소프트웨어 결함으로 테슬라   만대 리콜,World
대만 독립 동력 떨어지나 지방선거 고전 우려,World
멀어진   리오프닝 인민일보   차례나 방역 강조,World
역대 최고령   대통령 바이든  백악관서 팔순 맞아,World
 영상  젤렌스키  우크라     일 러  미사일     발 이상 쐈다   나우 어스 ,World
러 하루    발 미사일 공격 언제까지 지속할 수 있나,World
 일본  새 안보 전략에  중국 안보상 도전  규정 방향 ,World
    표심 못잡았다    세 정치거물도 못이긴 시대흐름,World
 피플  포커스 군사독재 저항 아르헨   월 광장 어머니  향년   세로 별세,World
이번주 뉴욕 증시 연준 의사록 블프 주목,World
엔화    금융긴축 장기화 경계에  달러    엔대 전반 하락 출발,World
정국 월드컵 무대 서자   네티즌  스폰서인 현대차 입김 아냐  ,World
  방  숙박시설  미성년자 혼숙 눈감는 중국  스포츠 호텔  여기는 중국 ,World
 태평양함대  중국 최신형    형 핵잠에           배치 ,World
인플레 덮친     연말 덜 사고 기부 줄인다,World
트럼프  돌아갈 이유 없다    재차 트위터 복귀 거부,World
 백신 맞고 대머리 됐다 던   대 여성   년 후 모습 봤더니,World
 파산신청       워싱턴 정가에      억원  가까운 후원금 뿌렸다,World
    기업경영은  똥손  정치자금 기부는  큰손  종합 ,World
월드컵   이란전 선수들  국내 정치문제로 언론과 공방전,World
 취재파일   멀어진 낙원   인플레이션 진정 갈 길 멀다 ,World
   새 국가안보전략서  중국 아시아 안보 도전 으로 규정할 듯,World
유럽 최대원전에 또 포격 네탓 공방  여전 ,World
 미니스커트 가슴 파인 옷 안돼  카타르 동행 선수아내 여친  노출 자제령 ,World
젤렌스키   협상 원칙 매우 명확 러군 완전 철수  영토 복원 ,World
 판매 금지 된 맥주는 이제 어디로   버드와이저  우승국에 주겠다 ,World
튀르키예   이스탄불 테러  보복  시리아 이라크서 수십명 숨져 ,World
     상위 채권자   명에 진 빚  조원 넘었다,World
상위 채권자   명에   조    억원 빚         워싱턴 정가엔    억원 뿌렸다,World
팔순 맞은 바이든 최고령 재선 도전 새 기록 쓰나,World
유럽 최대 원전 자포리자 원전서   여차례 포격 발생       불장난 하고 있다 ,World
 이란  러시아에서 공격용 무인기 수백발 제조 공급 합의 ,World
수만명    우려 전력난 우크라  제발 해외 피란 가달라 ,World
석유증산 놓고 사우디와 불편해진    중동서 카타르와 밀착,World
젤렌스키  협상 원칙 매우 명확 러군 완전 철수  영토 복원 돼야 ,World
 단정하게  카타르 가는 선수아내 여친  노출 자제령 ,World
카자흐 대선서 토카예프 현 대통령 압승     득표,World
첫 아시아   렉스 화석 경매 취소 복제뼈 사용 등으로 논란,World
 판매 금지  날벼락 맞은 버드와이저   남은 맥주 우승국에 주겠다 ,World
자포리자 원전 또 폭발음   우크라이나 러시아 양측 비난,World
    미사일 피격  폴란드에 패트리어트 지원 나토 회원국 방공망 강화,World
      에     유엔 안보리 추가 조처 필요  미 캐  미사일 대응력 향상 ,World
  시골마을서 밍크  만마리 탈출사건      잡았지만 살처분 ,World
카자흐  러와 거리 유지하며   서방 밀착 외교 지속 전망,World
 국제김정일상  받은 아프리카 적도기니   년 독재자 집권 연장,World
   성명  북한      발사  유엔 안보리 중대 조치해야 ,World
폴란드 추락 미사일이 남긴 것,World
    유엔 안보리   탄도미사일 발사 관련 추가 중대조처해야 ,World
우크라 대통령 보좌관  러와 협상 제안 이상 항복 의미일수도 ,World
 년   개월만에 트위터 계정 복구됐지만   정작 트럼프는  돌아갈 이유 없어 ,World
  증시  대지수  연준 긴축 우려 속 반등마감,World
카타르  에콰도르에 패배 개최국 첫 경기 무패 법칙 깨졌다 ,World
찰스  세 즉위 후 첫   국빈 방문은 남아공 대통령,World
   대   대통령 시대  연 바이든 재선 도전은 시험대,World
  콜로라도주  성소수자클럽 총격사건 발생    명 사망   명 부상,World
우크라  헤르손 복구에    만 달러 투입 발전기     세트 등 수입,World
   캐나다   북미방공시스템 업그레이드 ,World
 자막뉴스   레드라인  확인한 미중  무한경쟁 신호탄,World
   최악 가뭄  계속 중국발 미세먼지 비상,World
자포리자 원전 또 포격 러시아 우크라  상대국 소행 ,World
  캐나다        위협 대비    북미방공시스템 업그레이드 ,World
 월드컵 맥주 금지  날벼락 버드와이저  쌓인 재고 우승국에 주겠다 ,World
팔순 맞은 바이든 미국 첫   대 대통령  새 기록 ,World
 영상  동맹국 수송기를 언제든 폭격기로 쓴다 미군의 진화 이끌어낸 러시아,World
 인플레법 갈등       트럼프 시절  무역전쟁  재점화하나,World
    사드 한한령   년 만에    서 한국영화 서비스,World
우크라      년 국경회복 때만 평화 가능      러 승리 땐 글로벌 핵확산 ,World
 자막뉴스   김여정과 마주치지 않으려     충격적인 속내 밝혔다,World
  세 생일 맞은  바이든     년  최고령  재선 도전할까,World
선진국  돈 내기 싫었을 텐데    손실과 피해  어떻게 합의됐나 ,World
한달새  번째 장관 경질  위기의 기시다,World
펜스  평창올림픽 때 김여정 일부러 피했다 ,World
만   세 생일 맞은 바이든  손녀는 백악관서 백년 가약,World
수낵   총리  전력난 키이우 깜짝 방문   이길 때까지 지원 ,World
    북      발사에  안보리 추가 중대 조처 필요 ,World
영국 브렉시트 충격에    관계 변화 고민  스위스 모델 검토  종합 ,World
러  기간시설 파괴 전술에  우크라  혹독한 겨울  공포,World
  대만 화해 상징 판다 투병끝 숨져,World
정치자금 논란   데라다 총무상 사표,World
젤렌스키  서방 제기 협상론 일축 러는 장기전 포석 국채발행,World
러  튀르키예 쿠르드 세력 분쟁에  협상 통한 해결 지지 ,World
 기시다 총무상 경질  낙마  명째  각료 사임 도미노 ,World
  세 생일 맞은 바이든  미국 첫   대 대통령,World
 이스탄불 테러  여파 핀란드 스웨덴 나토 가입 더 지연되나,World
베컴 호나우두 앞에 선     정국  월드컵 개막식서  칼군무 ,World
개도국 기후재앙 피해  선진국이 보상 첫 합의,World
팔순 맞은 바이든 미국 최초   대 대통령  새 역사 ,World
워싱턴 전문가  북     은 한 미동맹 깨기 위한 것  미국 변화 없을 것 ,World
 최유식의 온차이나  펑샤오강 이민설 대소동,World
우크라이나 자포리자 원전에 또 포격 러 우크라  상대국 소행  공방,World
탈세계화 흐름 속 한층 가까워진      경제,World
 자막뉴스  코로나 대위기 맞이한 중국   심상치 않은 확산세,World
자포리자 원전에 또 포격 러 우크라  상대국 소행  공방 종합 ,World
 방역 만리장성  쌓았던 베이징  코로나 확산  비상 ,World
기시다   정치자금 문제  총무상 경질 한달새  연속 사퇴에  깊이 사과  종합 보 ,World
재봉쇄 기로 선   베이징  개월 만에 사망자 발생,World
  월 외교대전 폐막   한미일    북중러 대립각 더 뚜렷,World
시진핑  양국 오해 줄이자        통상협상 재개,World
 러시아 이란  이란제 자폭드론 생산 합의 ,World
맥주도 노출도     스타 선수 아내 여자친구 단정한 옷 권고,World
기시다   정치자금 문제  총무상 경질  사퇴 도미노  현실화 종합 ,World
 러시아 이란  러 본토 이란제 자폭드론 생산 합의 ,World
영국 브렉시트 충격에    관계 변화 고민  스위스 모델 검토 ,World
 영상  우크라  성탄절까지 크름반도 탈환  내년 봄 전쟁 끝낸다   나우 어스 ,World
카자흐스탄  첫  년 단임제 대선 실시   토카예프 대통령 재선 유력,World
  연임  시진핑  닷새 동안   개국 정상회담 갖고  영향력  과시,World
 러시아 이란  러 본토서 이란제 자폭드론 생산 합의 ,World
     창업 장중머우  에이펙서 존재감,World
갑작스런 판매금지로 카타르 쌓인 맥주  멘붕  버드와이저 해법은   나우 어스 ,World
   트위터 명복 빈다     머스크 기행에 회원들 엑소더스,World
수만명 얼어 죽을라  전력난 우크라  겨울만이라도 해외 피란 가달라 ,World
  기시다 내각  낙마 도미노     정치자금 논란  부른 총무상 사표 수리,World
기시다  정치자금 문제된 총무상 경질 오는   일 후임 바로 결정 종합 ,World
제로 코로나에 떼돈 벌었다          회사들 줄줄이 상장,World
 세계를 보다 미중  달 두고 스타워즈 나선 이유,World
베이징 다시 코로나    비상    기업 상인 교민 피해 불가피,World
말레이 총선  확실한 승자 없어 국왕이 차기 총리 지명,World
결국 국왕이 총리 지명한다 과반정당 없는 말레이 총선 혼란,World
카자흐 첫  년 단임제 대통령 뽑는 조기 대선 실시 종합 ,World
기후재앙  손실 피해  보상  역사적 첫발 뗐지만   구체성 결여 비판도,World
 풀었다가 조였다가    코로나 확산세에  갈팡질팡  중국 방역,World
국제사회  북      발사 강력 규탄   중 러  또 북한 감쌀까,World
